No.,Headword,Group
13344,craftsperson,C
13345,craftswoman,C
13346,craftwork,C
13347,crafty,C
13348,crag,C
13349,craggy,C
13350,craic,C
13351,Craig,C
13352,cram,C
13353,crammed,C
13354,crammer,C
13355,cramp,C
13356,cramped,C
13357,crampon,C
13358,cranberry,C
13359,crane,C
13360,crane fly,C
13361,crane-fly,C
13362,cranial,C
13363,cranium,C
13364,crank,C
13365,crank out,C
13366,crank-out,C
13367,crankshaft,C
13368,crank up,C
13369,crank-up,C
13370,cranky,C
13371,cranny,C
13372,Cranwell,C
13373,crap,C
13374,crappy,C
13375,craps,C
13376,crapshoot,C
13377,crash,C
13378,crash barrier,C
13379,crash-barrier,C
13380,crash-dive,C
13381,crasher,C
13382,crash helmet,C
13383,crash-helmet,C
13384,crash-land,C
13385,crash landing,C
13386,crash-landing,C
13387,crash out,C
13388,crash-out,C
13389,crash pad,C
13390,crash-pad,C
13391,crash team,C
13392,crash-team,C
13393,crash test,C
13394,crash-test,C
13395,crash-test dummy,C
13396,crash-test-dummy,C
13397,crass,C
13398,crassly,C
13399,crassness,C
13400,-crat,C
13401,crate,C
13402,crater,C
13403,-cratic,C
13404,cravat,C
13405,crave,C
13406,craven,C
13407,cravenly,C
13408,craving,C
13409,craw,C
13410,crawfish,C
13411,crawl,C
13412,crawler,C
13413,cray,C
13414,crayfish,C
13415,Crayola™,C
13416,crayon,C
13417,craze,C
13418,crazed,C
13419,crazily,C
13420,craziness,C
13421,crazy,C
13422,crazy golf,C
13423,crazy-golf,C
13424,crazy paving,C
13425,crazy-paving,C
13426,crazy quilt,C
13427,crazy-quilt,C
13428,creak,C
13429,creaky,C
13430,cream,C
13431,cream cheese,C
13432,cream-cheese,C
13433,cream cracker,C
13434,cream-cracker,C
13435,creamer,C
13436,creamery,C
13437,cream off,C
13438,cream-off,C
13439,cream puff,C
13440,cream-puff,C
13441,cream soda,C
13442,cream-soda,C
13443,cream tea,C
13444,cream-tea,C
13445,creamy,C
13446,crease,C
13447,creased,C
13448,crease up,C
13449,crease-up,C
13450,create,C
13451,creation,C
13452,creationism,C
13453,creationist,C
13454,creation science,C
13455,creation-science,C
13456,creative,C
13457,creative accounting,C
13458,creative-accounting,C
13459,creatively,C
13460,creativity,C
13461,creator,C
13462,creature,C
13463,creature comforts,C
13464,creature-comforts,C
13465,creche,C
13466,cred,C
13467,credence,C
13468,credential,C
13469,credentialed,C
13470,credentials,C
13471,credibility,C
13472,credible,C
13473,credibly,C
13474,credit,C
13475,creditable,C
13476,creditably,C
13477,credit account,C
13478,credit-account,C
13479,credit agency,C
13480,credit-agency,C
13481,credit bureau,C
13482,credit-bureau,C
13483,credit card,C
13484,credit-card,C
13485,credit crunch,C
13486,credit-crunch,C
13487,credit line,C
13488,credit note,C
13489,credit-note,C
13490,creditor,C
13491,credit rating,C
13492,credit-rating,C
13493,credit score,C
13494,credit-score,C
13495,credit transfer,C
13496,credit-transfer,C
13497,credit union,C
13498,credit-union,C
13499,creditworthiness,C
13500,creditworthy,C
13501,credo,C
13502,credulity,C
13503,credulous,C
13504,Cree,C
13505,creed,C
13506,creek,C
13507,creel,C
13508,creep,C
13509,creeper,C
13510,creep in,C
13511,creep-in,C
13512,creeping,C
13513,creep into,C
13514,creep-into,C
13515,creep out,C
13516,creep-out,C
13517,creep up,C
13518,creep-up,C
13519,creep up on,C
13520,creep-up-on,C
13521,creepy,C
13522,creepy-crawly,C
13523,cremains,C
13524,cremate,C
13525,cremation,C
13526,crematorium,C
13527,creme-caramel,C
13528,creme-de-cacao,C
13529,creme-de-menthe,C
13530,crenellated,C
13531,Creole,C
13532,creolization,C
13533,creolize,C
13534,creosote,C
13535,crepe,C
13536,crepe-paper,C
13537,crepitation,C
13538,crept,C
13539,crepuscular,C
13540,crescendo,C
13541,crescent,C
13542,cress,C
13543,crest,C
13544,crested,C
13545,crestfallen,C
13546,Cretaceous,C
13547,cretin,C
13548,cretinous,C
13549,crevasse,C
13550,crevice,C
13551,crew,C
13552,crew cut,C
13553,crew-cut,C
13554,Crewe,C
13555,crewman,C
13556,crew neck,C
13557,crew-neck,C
13558,crib,C
13559,cribbage,C
13560,crib death,C
13561,crib-death,C
13562,crib sheet,C
13563,crib-sheet,C
13564,crick,C
13565,cricket,C
13566,cricketer,C
13567,cricketing,C
13568,cri de cœur,C
13569,cried,C
13570,crier,C
13571,crikey,C
13572,Crimbo,C
13573,crime,C
13574,crime-busting,C
13575,crime lab,C
13576,crime-lab,C
13577,crime scene,C
13578,crime-scene,C
13579,Crimewatch,C
13580,crime wave,C
13581,crime-wave,C
13582,criminal,C
13583,criminal damage,C
13584,criminal-damage,C
13585,criminality,C
13586,criminalization,C
13587,criminalize,C
13588,criminal law,C
13589,criminal-law,C
13590,criminally,C
13591,criminal record,C
13592,criminological,C
13593,criminologist,C
13594,criminology,C
13595,crimp,C
13596,Crimplene™,C
13597,crimson,C
13598,cringe,C
13599,cringe-making,C
13600,cringeworthy,C
13601,crinkle,C
13602,crinkly,C
13603,crinoline,C
13604,cripes,C
13605,cripple,C
13606,crippling,C
13607,Crisco™,C
13608,crisis,C
13609,crisp,C
13610,crispbread,C
13611,crisply,C
13612,crispness,C
13613,crispy,C
13614,criss-cross,C
13615,criterion,C
13616,criterium,C
13617,critic,C
13618,critical,C
13619,critical care,C
13620,critical-care,C
13621,critically,C
13622,critical mass,C
13623,critical-mass,C
13624,critical path,C
13625,critical-path,C
13626,critical theory,C
13627,critical-theory,C
13628,critical thinking,C
13629,critical-thinking,C
13630,criticism,C
13631,criticize,C
13632,critique,C
13633,critter,C
13634,croak,C
13635,croaky,C
13636,Croatia,C
13637,Croatian,C
13638,croc,C
13639,crochet,C
13640,crock,C
13641,crocked,C
13642,crockery,C
13643,Crockford's,C
13644,Crock-pot™,C
13645,crocodile,C
13646,crocodile clip,C
13647,crocodile-clip,C
13648,Crocs™,C
13649,crocus,C
13650,croft,C
13651,crofter,C
13652,crofting,C
13653,Crohn’s disease,C
13654,croissant,C
13655,cromlech,C
13656,crone,C
13657,crony,C
13658,cronyism,C
13659,crook,C
13660,crooked,C
13661,crookedly,C
13662,croon,C
13663,crooner,C
13664,crop,C
13665,crop circle,C
13666,crop-circle,C
13667,crop dusting,C
13668,cropper,C
13669,crop top,C
13670,crop-top,C
13671,crop up,C
13672,crop-up,C
13673,croquet,C
13674,croquette,C
13675,crore,C
13676,crosier,C
13677,cross,C
13678,cross-,C
13679,crossbar,C
13680,cross-bencher,C
13681,cross benches,C
13682,crossbones,C
13683,cross-border,C
13684,crossbow,C
13685,cross-breed,C
13686,cross-breeding,C
13687,cross-check,C
13688,cross-contamination,C
13689,cross-country,C
13690,cross-country skiing,C
13691,cross-country-skiing,C
13692,cross-cultural,C
13693,cross-current,C
13694,cross-curricular,C
13695,cross-disciplinary,C
13696,cross-dresser,C
13697,cross-dressing,C
13698,crosse,C
13699,cross-examination,C
13700,cross-examine,C
13701,cross-eyed,C
13702,cross-fertilization,C
13703,cross-fertilize,C
13704,crossfire,C
13705,cross hairs,C
13706,cross-hairs,C
13707,cross-hatch,C
13708,cross-hatching,C
13709,cross head,C
13710,cross-head,C
13711,cross-infection,C
13712,crossing,C
13713,cross-legged,C
13714,crossly,C
13715,cross off,C
13716,cross-off,C
13717,cross out,C
13718,cross-out,C
13719,cross over,C
13720,crossover,C
13721,cross-over,C
13722,crosspiece,C
13723,cross-platform,C
13724,cross-pollinate,C
13725,cross-pollination,C
13726,cross post,C
13727,cross-post,C
13728,cross-promotion,C
13729,cross purposes,C
13730,cross-purposes,C
13731,cross-question,C
13732,cross-refer,C
13733,cross reference,C
13734,cross-reference,C
13735,crossroads,C
13736,cross section,C
13737,cross-section,C
13738,cross-selling,C
13739,cross stitch,C
13740,cross street,C
13741,cross-street,C
13742,crosstalk,C
13743,cross through,C
13744,cross-through,C
13745,crosstown,C
13746,cross trainer,C
13747,cross-trainer,C
13748,cross-training,C
13749,crosswalk,C
13750,crosswind,C
13751,crosswise,C
13752,crossword,C
13753,crotales,C
13754,crotch,C
13755,crotchet,C
13756,crotchety,C
13757,crotchless,C
13758,crouch,C
13759,crouched,C
13760,crouch over,C
13761,crouch-over,C
13762,croup,C
13763,croupier,C
13764,crouton,C
13765,crow,C
13766,crowbar,C
13767,crowd,C
13768,crowd around,C
13769,crowd-around,C
13770,crowded,C
13771,crowdfund,C
13772,crowdfunding,C
13773,crowdie,C
13774,crowd in,C
13775,crowd-in,C
13776,crowd into,C
13777,crowd-into,C
13778,crowd onto,C
13779,crowd-onto,C
13780,crowd out,C
13781,crowd-out,C
13782,crowd-pleaser,C
13783,crowd-puller,C
13784,crowd round,C
13785,crowd-round,C
13786,crowdsource,C
13787,crowdsourcing,C
13788,crown,C
13789,crown green bowls,C
13790,crowning,C
13791,crown jewels,C
13792,crown-jewels,C
13793,crown prince,C
13794,crown-prince,C
13795,crown princess,C
13796,crown-princess,C
13797,Crown prosecutor,C
13798,crow-s-feet,C
13799,crow-s-nest,C
13800,crow’s feet,C
13801,crow’s nest,C
13802,crozier,C
13803,cru,C
13804,crucial,C
13805,crucially,C
13806,crucible,C
13807,crucifix,C
13808,crucifixion,C
13809,cruciform,C
13810,crucify,C
13811,crud,C
13812,cruddy,C
13813,crude,C
13814,crudely,C
13815,crudeness,C
13816,crudity,C
13817,crudités,C
13818,cruel,C
13819,cruelly,C
13820,cruelty,C
13821,cruet,C
13822,Crufts,C
13823,cruise,C
13824,cruise control,C
13825,cruise-control,C
13826,cruise missile,C
13827,cruise-missile,C
13828,cruiser,C
13829,cruiserweight,C
13830,crumb,C
13831,crumble,C
13832,crumbly,C
13833,crumbs,C
13834,crumhorn,C
13835,crummy,C
13836,crumpet,C
13837,crumple,C
13838,crumpled,C
13839,crumple zone,C
13840,crumple-zone,C
13841,crunch,C
13842,crunch time,C
13843,crunch-time,C
13844,crunch up,C
13845,crunch-up,C
13846,crunchy,C
13847,crunk,C
13848,crusade,C
13849,crusader,C
13850,Cruse,C
13851,crush,C
13852,crush bar,C
13853,crush barrier,C
13854,crush-barrier,C
13855,crusher,C
13856,crushing,C
13857,crushingly,C
13858,crust,C
13859,crustacean,C
13860,crusted,C
13861,crusty,C
13862,crutch,C
13863,crux,C
13864,cry,C
13865,crybaby,C
13866,crying,C
13867,cry off,C
13868,cry-off,C
13869,cryogen,C
13870,cryogenic,C
13871,cryogenics,C
13872,cryonics,C
13873,cry out,C
13874,cry-out,C
13875,cry out for,C
13876,cry-out-for,C
13877,crypt,C
13878,cryptic,C
13879,cryptically,C
13880,crypto-,C
13881,cryptocurrency,C
13882,cryptography,C
13883,cryptosporidium,C
13884,crystal,C
13885,crystal ball,C
13886,crystal-ball,C
13887,crystal clear,C
13888,crystal-gazing,C
13889,crystalline,C
13890,crystallization,C
13891,crystallize,C
13892,crystallized,C
13893,crystallographer,C
13894,crystallography,C
13895,crystal meth,C
13896,crystal set,C
13897,crystal-set,C
13898,crèche,C
13899,crème brûlée,C
13900,crème caramel,C
13901,crème de cacao,C
13902,crème de cassis,C
13903,crème de la crème,C
13904,crème de menthe,C
13905,crème fraiche,C
13906,crêpe,C
13907,crêpe paper,C
13908,crêpe Suzette,C
13909,C-section,C
13910,CS gas,C
13911,CSIS,C
13912,CST,C
13913,CSYS,C
13914,ct,C
13915,CTC,C
13916,CTO,C
13917,CT scan,C
13918,cu.,C
13919,cub,C
13920,Cuba,C
13921,Cuba libre,C
13922,Cuban,C
13923,Cuban heel,C
13924,cubbyhole,C
13925,cube,C
13926,cube root,C
13927,cube-root,C
13928,cubic,C
13929,cubicle,C
13930,cubism,C
13931,cubist,C
13932,cubit,C
13933,cuboid,C
13934,cub reporter,C
13935,cub-reporter,C
13936,cuckold,C
13937,cuckoo,C
13938,cuckoo clock,C
13939,cuckoo-clock,C
13940,cuckoo spit,C
13941,cucumber,C
13942,cud,C
13943,cuddle,C
13944,cuddle up,C
13945,cuddle-up,C
13946,cuddly,C
13947,cudgel,C
13948,cue,C
13949,cue ball,C
13950,cue-ball,C
13951,cue card,C
13952,cue-card,C
13953,cuff,C
13954,cufflink,C
13955,cui bono?,C
13956,cuisine,C
13957,cul-de-sac,C
13958,culinary,C
13959,cull,C
13960,cull from,C
13961,cull-from,C
13962,culminate,C
13963,culmination,C
13964,culottes,C
13965,culpability,C
13966,culpable,C
13967,culpable homicide,C
13968,culpable-homicide,C
13969,culpably,C
13970,culprit,C
13971,cult,C
13972,cultivable,C
13973,cultivar,C
13974,cultivate,C
13975,cultivated,C
13976,cultivation,C
13977,cultivator,C
13978,cult of personality,C
13979,cultural,C
13980,cultural appropriation,C
13981,cultural-appropriation,C
13982,culturally,C
13983,culture,C
13984,cultured,C
13985,culture shock,C
13986,culture-shock,C
13987,culture vulture,C
13988,culture warrior,C
13989,culture-warrior,C
13990,culvert,C
13991,cum,C
13992,Cumberland,C
13993,Cumberland sausage,C
13994,cumbersome,C
13995,Cumbria,C
13996,cumin,C
13997,cum laude,C
13998,cum-laude,C
13999,cummerbund,C
14000,cumulative,C
14001,cumulatively,C
14002,cumulonimbus,C
14003,cumulus,C
14004,cuneiform,C
14005,cunnilingus,C
14006,cunning,C
14007,cunningly,C
14008,cunt,C
14009,cup,C
14010,cupboard,C
14011,cupcake,C
14012,cup final,C
14013,cup-final,C
14014,cupful,C
14015,Cupid,C
14016,cupidity,C
14017,cupola,C
14018,cuppa,C
14019,cupping,C
14020,cup tie,C
14021,cup-tie,C
14022,cur,C
14023,curable,C
14024,curacy,C
14025,curate,C
14026,curate1,C
14027,curate's egg,C
14028,curative,C
14029,curator,C
14030,curaçao,C
14031,curb,C
14032,curbside,C
14033,curbstone,C
14034,curd,C
14035,curd cheese,C
14036,curd-cheese,C
14037,curdle,C
14038,cure,C
14039,cure-all,C
14040,curettage,C
14041,curette,C
14042,curfew,C
14043,curie,C
14044,curio,C
14045,curiosity,C
14046,curious,C
14047,curiously,C
14048,curium,C
14049,curl,C
14050,curler,C
14051,curlew,C
14052,curlicue,C
14053,curling,C
14054,curling tongs,C
14055,curling-tongs,C
14056,curl up,C
14057,curl-up,C
14058,curly,C
14059,curly endive,C
14060,curmudgeon,C
14061,curmudgeonly,C
14062,currant,C
14063,currency,C
14064,current,C
14065,current account,C
14066,current-account,C
14067,current affairs,C
14068,current-affairs,C
14069,current events,C
14070,current-events,C
14071,currently,C
14072,curricular,C
14073,curriculum,C
14074,curriculum vitae,C
14075,curried,C
14076,curry,C
14077,curry leaf,C
14078,curry-leaf,C
14079,curry powder,C
14080,curry-powder,C
14081,Currys,C
14082,curse,C
14083,cursed,C
14084,cursive,C
14085,cursor,C
14086,cursorily,C
14087,cursory,C
14088,curt,C
14089,curtail,C
14090,curtailment,C
14091,curtain,C
14092,curtain call,C
14093,curtain-call,C
14094,curtain off,C
14095,curtain-off,C
14096,curtain-raiser,C
14097,curtain-up,C
14098,curtly,C
14099,curtness,C
14100,curtsy,C
14101,curvaceous,C
14102,curvature,C
14103,curve,C
14104,curveball,C
14105,curved,C
14106,curvilinear,C
14107,curvy,C
14108,cushion,C
14109,cushioned,C
14110,cushy,C
14111,cusp,C
14112,cuss,C
14113,cussed,C
14114,cussedly,C
14115,cussedness,C
14116,custard,C
14117,custard apple,C
14118,custard-apple,C
14119,custard pie,C
14120,custard-pie,C
14121,custard powder,C
14122,custard-powder,C
14123,custodial,C
14124,custodian,C
14125,custody,C
14126,custom,C
14127,customarily,C
14128,customary,C
14129,customary measure,C
14130,customary-measure,C
14131,custom-built,C
14132,customer,C
14133,customer base,C
14134,customer-base,C
14135,customer-facing,C
14136,customer service,C
14137,customer-service,C
14138,customizable,C
14139,customize,C
14140,customized,C
14141,custom-made,C
14142,customs,C
14143,customs union,C
14144,customs-union,C
14145,cut,C
14146,cut across,C
14147,cut-across,C
14148,cut and dried,C
14149,cut-and-shut,C
